#  
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-03-01T19:28:57 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.99+ (14-Oct-2013) 
#INFO -ref=VIZ5c7987698e15 
#INFO -out.max=unlimited 
#INFO queryParameters=20 
#-oc.form=sexa
#-out.max=unlimited
#-nav=cat:J/AJ/140/631&tab:{J/AJ/140/631/catalog}&key:source=J/AJ/140/631&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/AJ/140/631/catalog
#-order=I
#-out=Seq
#-out=RAJ2000
#-out=DEJ2000
#-out=F225W
#-out=F275W
#-out=F336W
#-out=F435W
#-out=F606W
#-out=F625W
#-out=F658N
#-out=F814W
#

#RESOURCE=yCat_51400631
#Name: J/AJ/140/631
#Title: HST WFC3/UVIS photometry of omega Cen core (Bellini+, 2010)
#Coosys J2000_2003.290: eq_FK5 J2000    
#Table J_AJ_140_631_catalog:
#Name: J/AJ/140/631/catalog
#Title: Astrometric and photometric parameters for 32514 objects (Table 3 of the paper)
#---Details of Columns:
    Seq           (I5)    [1/32514] Star sequential number [ucd=meta.record]
    RAJ2000 (deg) (F11.7) Right ascension (J2000, Epoch J2003.29) [ucd=pos.eq.ra;meta.main]
    DEJ2000 (deg) (F11.7) Declination (J2000, Epoch J2003.29) [ucd=pos.eq.dec;meta.main]
    F225W (mag)   (F6.3)  HST F225W Vega-mag magnitude [ucd=phot.mag;em.UV]
    F275W (mag)   (F6.3)  HST F275W Vega-mag magnitude [ucd=phot.mag;em.UV.200-300nm]
    F336W (mag)   (F6.3)  HST F336W Vega-mag magnitude [ucd=phot.mag;em.opt.U]
    F435W (mag)   (F6.3)  HST F435W Vega-mag magnitude [ucd=phot.mag;em.opt.B]
    F606W (mag)   (F6.3)  HST F606W Vega-mag magnitude [ucd=phot.mag;em.opt.R]
    F625W (mag)   (F6.3)  HST F625W Vega-mag magnitude [ucd=phot.mag;em.opt.R]
    F658N (mag)   (F6.3)  HST F658N Vega-mag magnitude [ucd=phot.mag;em.opt.R]
    F814W (mag)   (F6.3)  HST F814W Vega-mag magnitude [ucd=phot.mag;em.opt.I]
----- ----------- ----------- ------ ------ ------ ------ ------ ------ ------ ------
11456 201.7282084 -47.4775100 23.328 22.127 21.105 20.983 20.067 19.844 19.589 19.388
11457 201.7132640 -47.4775498 23.465 22.197 20.926 20.889 19.922 19.704 19.471 19.218
11458 201.7115144 -47.4775386 22.207 21.204 20.221 20.274 19.414 19.218 18.970 18.753
11459 201.6982358 -47.4775667 24.515 23.046 21.388 21.155 20.009 19.782 19.491 19.236
11460 201.6948579 -47.4775644 22.827 21.694 20.508 20.475 19.559 19.366 19.123 18.884
11461 201.6910852 -47.4775831 23.409 21.970 20.609 20.305 19.363 19.178 18.943 18.713
11462 201.6881000 -47.4775855 25.299 23.946 22.283 21.872 20.671 20.494 20.233 19.860
11463 201.6851371 -47.4775922 25.591 24.247 22.582 21.972 20.709 20.437 20.172 19.834
11464 201.6801688 -47.4775882 25.152 23.914 22.333 21.926 20.793 20.530 20.258 19.999
11465 201.6763848 -47.4775909 21.126 20.212 19.423 19.476 18.733 18.541 18.328 18.115
11466 201.6658998 -47.4776049 24.337 23.182 21.642 21.422 20.342 20.108 19.869 19.571
11467 201.7223625 -47.4775088 21.137 20.230 19.417 19.395 18.643 18.456 18.253 18.061
11468 201.7060243 -47.4775213 20.937 20.132 19.324 19.403 18.671 18.483 18.276 18.075
11469 201.6830252 -47.4775582 20.942 20.084 19.267 19.293 18.521 18.375 18.148 17.921
11470 201.6784382 -47.4775747 20.891 20.072 19.286 19.354 18.607 18.449 18.247 18.015
11471 201.6591365 -47.4776016 20.686 19.886 19.093 19.139 18.394 18.231 18.039 17.810
11472 201.7211200 -47.4774910 23.381 22.159 21.053 20.873 19.936 19.730 19.494 19.257
11473 201.7107339 -47.4775050 22.051 21.069 20.103 20.170 19.327 19.159 18.926 18.698
11474 201.6971786 -47.4775232 24.732 23.226 21.920 21.562 20.532 20.259 20.011 19.790
11475 201.6873538 -47.4775424 23.143 21.940 20.921 20.793 19.880 19.741 19.479 19.212
11476 201.6827587 -47.4775364 23.975 22.585 21.406 21.230 20.145 20.014 19.740 19.417
11477 201.6787082 -47.4775493 23.348 22.077 20.869 20.704 19.752 19.542 19.316 19.060
11478 201.6780635 -47.4775458 23.804 22.454 21.080 21.097 20.045 19.830 19.598 19.313
11479 201.6643093 -47.4775764 21.118 20.236 19.449 19.445 18.698 18.528 18.331 18.122
11480 201.7298784 -47.4774603 22.881 21.722 20.545 20.578 19.669 19.459 19.247 19.005
11481 201.7235634 -47.4774666 24.333 22.992 21.826 21.546 20.464 20.271 20.017 19.728
11482 201.7188961 -47.4774799 21.461 20.502 19.687 19.657 18.887 18.716 18.498 18.306
11483 201.7066299 -47.4774826 21.925 20.976 20.044 20.111 19.287 19.095 18.868 18.672
11484 201.6905295 -47.4775160 24.135 22.685 21.326 21.196 20.065 19.945 19.668 19.344
11485 201.6751821 -47.4775329 23.451 22.210 20.984 20.889 19.926 19.724 19.491 19.219
11486 201.6679330 -47.4775510 22.044 21.062 20.065 20.033 19.211 18.991 18.780 18.567
11487 201.7304926 -47.4774243 22.979 21.923 20.832 20.691 19.796 19.585 19.369 19.154
11488 201.7251502 -47.4774422 21.769 20.796 19.737 19.747 18.894 18.709 18.505 18.285
11489 201.7197222 -47.4774468 20.897 20.046 19.287 19.343 18.624 18.442 18.231 18.042
11490 201.7156526 -47.4774544 25.013 23.331 21.726 21.496 20.354 20.181 19.952 19.593
11491 201.7021996 -47.4774807 22.886 21.697 20.539 20.535 19.616 19.420 19.175 18.931
11492 201.6991334 -47.4774814 22.791 21.638 20.694 20.684 19.800 19.604 19.360 19.129
11493 201.6862310 -47.4774975 21.462 20.590 19.791 19.832 19.060 18.897 18.676 18.457
11494 201.6779637 -47.4775006 21.710 20.785 19.868 19.897 19.088 18.899 18.678 18.454
11495 201.6733443 -47.4775240 23.084 21.912 20.915 20.830 19.895 19.706 19.467 19.223
11496 201.6729432 -47.4775140 22.564 21.424 20.453 20.376 19.516 19.340 19.118 18.883
11497 201.6625110 -47.4775366 23.596 22.345 21.053 20.968 20.038 19.799 19.589 19.347
11498 201.7302810 -47.4774170 20.998 20.101 19.268 19.234 18.471 18.295 18.107 17.900
11499 201.7254666 -47.4774200 21.101 20.227 19.365 19.415 18.644 18.469 18.264 18.057
11500 201.7193548 -47.4774311 21.899 20.956 20.099 20.131 19.353 19.156 18.948 18.746
11501 201.7125623 -47.4774386 20.690 19.832 19.074 19.083 18.342 18.167 17.960 17.745
11502 201.6993026 -47.4774539 23.163 22.013 20.772 20.630 19.681 19.462 19.203 18.999
11503 201.6957132 -47.4774534 24.836 23.700 22.180 21.823 20.661 20.461 20.202 19.907
11504 201.6947379 -47.4774756 23.316 22.132 20.919 20.864 19.949 19.713 19.469 19.206
11505 201.6874670 -47.4774786 21.986 21.033 20.100 20.129 19.300 19.128 18.906 18.661
11506 201.6742865 -47.4774958 21.539 20.648 19.782 19.825 19.043 18.850 18.634 18.413
11507 201.7274124 -47.4774006 22.502 21.371 20.443 20.388 19.525 19.321 19.100 18.874
11508 201.7223647 -47.4774008 22.936 21.824 20.709 20.634 19.752 19.512 19.282 19.076
11509 201.7132257 -47.4774144 21.621 20.669 19.833 19.827 19.051 18.871 18.670 18.450
11510 201.7104063 -47.4774287 21.025 20.173 19.366 19.438 18.684 18.517 18.314 18.109
11511 201.7053819 -47.4774248 21.707 20.758 19.909 19.907 19.100 18.939 18.730 18.506
11512 201.6950759 -47.4774541 25.131 23.796 22.293 21.759 20.617 20.323 20.055 19.846
11513 201.6883246 -47.4774512 21.096 20.238 19.423 19.507 18.751 18.575 18.352 18.131
11514 201.6865744 -47.4774476 22.306 21.294 20.326 20.297 19.468 19.219 18.972 18.810
11515 201.6778059 -47.4774659 22.078 21.104 20.247 20.281 19.462 19.279 19.058 18.823
11516 201.7294207 -47.4773595 20.915 20.061 19.283 19.298 18.574 18.384 18.172 17.992
11517 201.7211405 -47.4773817 24.182 22.754 21.490 21.276 20.268 20.039 19.785 19.551
11518 201.7182391 -47.4773929 23.680 22.418 21.164 20.990 19.889 19.820 19.559 19.190
11519 201.7144874 -47.4773952 21.746 20.816 19.922 19.973 19.193 18.986 18.774 18.572
11520 201.7105869 -47.4774063 25.343 23.712 21.844 21.454 20.321 20.122 19.857 19.565
11521 201.6999764 -47.4774086 20.566 19.755 18.990 19.047 18.323 18.162 17.950 17.749
11522 201.6808016 -47.4774481 24.091 22.844 21.615 21.416 20.504 20.216 19.961 20.244
11523 201.6765587 -47.4774424 23.281 21.998 20.770 20.692 19.713 19.509 19.282 19.018
11524 201.7342233 -47.4773393 24.009 22.730 21.436 21.255 20.299 20.056 19.828 19.588
11525 201.7285046 -47.4773502 23.995 22.741 21.418 21.092 20.126 19.813 19.611 19.404
11526 201.7233557 -47.4773590 23.447 22.197 20.811 20.713 19.732 19.524 19.297 19.081
11527 201.7225839 -47.4773604 22.184 21.196 20.257 20.282 19.423 19.172 18.933 18.748
11528 201.7135142 -47.4773767 20.763 19.945 19.116 19.174 18.414 18.244 18.028 17.833
11529 201.7117782 -47.4773862 24.421 23.045 21.646 21.417 20.331 20.111 19.838 19.577
11530 201.7092884 -47.4773889 23.700 22.374 21.110 20.961 19.969 19.769 19.541 19.291
11531 201.7017557 -47.4773859 23.006 21.925 20.802 20.736 19.826 19.578 19.321 19.138
11532 201.7008043 -47.4774020 22.934 21.774 20.715 20.626 19.694 19.506 19.266 19.027
11533 201.6987089 -47.4773998 22.246 21.258 20.244 20.298 19.445 19.252 19.011 18.809
11534 201.6949197 -47.4774065 21.547 20.646 19.787 19.791 18.981 18.827 18.629 18.391
11535 201.6880451 -47.4774026 21.538 20.627 19.733 19.802 19.000 18.852 18.618 18.389
11536 201.6851628 -47.4774132 23.365 22.177 21.005 20.916 19.950 19.756 19.545 19.239
11537 201.6794020 -47.4774291 22.887 21.798 20.597 20.580 19.683 19.462 19.219 19.004
11538 201.6701265 -47.4774361 22.645 21.567 20.455 20.333 19.485 19.292 19.083 18.865
11539 201.6645755 -47.4774496 24.552 23.241 21.991 21.681 20.628 20.383 20.135 19.876
11540 201.6635920 -47.4774503 23.836 22.483 21.210 21.094 20.074 19.889 19.636 19.357
11541 201.7189686 -47.4773511 23.485 22.092 20.708 20.425 19.480 19.284 19.026 18.813
11542 201.7121992 -47.4773524 23.069 21.700 20.319 20.020 19.080 18.886 18.658 18.435
11543 201.7099221 -47.4773554 22.235 21.216 20.268 20.237 19.403 19.203 18.977 18.794
11544 201.7026065 -47.4773789 23.540 22.278 21.154 21.010 20.068 19.855 19.605 19.373
11545 201.6969566 -47.4773789 20.757 19.940 19.119 19.137 18.369 18.184 17.959 17.757
11546 201.6962602 -47.4773888 21.019 20.112 19.253 19.293 18.487 18.324 18.089 17.883
11547 201.6958284 -47.4773853 24.411 23.006 21.401 20.938 19.874 19.669 19.407 19.180
11548 201.6906522 -47.4773938 21.774 20.861 19.954 20.031 19.210 19.039 18.786 18.585
11549 201.6608447 -47.4774191 22.302 21.280 20.258 20.256 19.372 19.174 18.958 18.720
11550 201.6568531 -47.4774384 21.923 20.963 20.002 20.061 19.233 19.053 18.849 18.588
11551 201.7317997 -47.4772920 24.915 23.689 22.065 21.667 20.567 20.361 20.082 19.790
11552 201.7254914 -47.4773267 25.261 23.731 22.225 21.849 20.679 20.437 20.167 19.876
11553 201.7246425 -47.4773157 22.541 21.481 20.497 20.519 19.638 19.440 19.204 18.981
11554 201.7133954 -47.4773358 21.737 20.773 19.941 19.962 19.181 19.015 18.801 18.593
11555 201.7086976 -47.4773392 21.180 20.319 19.486 19.584 18.813 18.638 18.419 18.222
11556 201.6913741 -47.4773645 21.541 20.594 19.634 19.656 18.834 18.654 18.414 18.207
11557 201.6846805 -47.4773848 22.270 21.295 20.316 20.357 19.486 19.318 19.084 18.842
11558 201.6844062 -47.4773693 20.923 20.105 19.346 19.403 18.631 18.465 18.250 18.041
11559 201.7324510 -47.4772858 22.986 21.881 20.719 20.725 19.777 19.573 19.325 19.083
11560 201.7079241 -47.4773135 21.412 20.423 19.458 19.360 18.547 18.390 18.172 17.971
11561 201.7033132 -47.4773195 22.921 21.805 20.655 20.679 19.762 19.553 19.323 19.059
11562 201.7029338 -47.4773297 20.955 20.095 19.218 19.264 18.478 18.301 18.086 17.875
11563 201.6991071 -47.4773329 21.980 21.010 20.092 20.141 19.325 19.126 18.894 18.698
11564 201.6908707 -47.4773415 21.923 20.975 20.146 20.158 19.367 19.192 18.953 18.736
11565 201.6884978 -47.4773426 20.790 19.982 19.251 19.312 18.591 18.433 18.217 18.010
11566 201.6877566 -47.4773593 23.507 22.021 20.571 20.244 19.272 19.086 18.866 18.606
11567 201.6742128 -47.4773786 24.309 22.747 21.624 21.436 20.393 20.174 19.921 19.646
11568 201.7294250 -47.4772580 23.314 22.103 20.904 20.886 19.922 19.708 19.450 19.206
11569 201.7204171 -47.4772852 21.296 20.429 19.555 19.630 18.827 18.658 18.447 18.212
11570 201.7081193 -47.4773038 23.213 22.018 20.767 20.802 19.831 19.637 19.412 19.135
11571 201.7006403 -47.4773142 22.172 21.179 20.257 20.244 19.400 19.217 19.014 18.786
11572 201.6981384 -47.4773131 21.383 20.495 19.653 19.634 18.843 18.685 18.463 18.255
11573 201.6957933 -47.4773096 20.949 20.119 19.333 19.408 18.651 18.485 18.252 18.075
11574 201.6768226 -47.4773448 21.304 20.419 19.584 19.600 18.816 18.627 18.422 18.195
11575 201.6712555 -47.4773483 20.733 19.893 19.148 19.182 18.456 18.291 18.092 17.890
11576 201.6619945 -47.4773552 21.010 20.064 19.192 19.107 18.340 18.146 17.951 17.733
11577 201.7221850 -47.4772586 20.674 19.876 19.101 19.173 18.443 18.275 18.066 17.877
11578 201.7115864 -47.4772647 24.537 23.238 21.834 21.519 20.451 20.246 19.989 19.731
11579 201.7031685 -47.4772795 23.111 21.796 20.481 20.192 19.269 19.035 18.795 18.630
11580 201.7016513 -47.4772852 23.968 22.441 21.311 21.186 20.194 19.999 19.750 19.504
11581 201.6997575 -47.4772958 21.264 20.375 19.538 19.607 18.841 18.660 18.438 18.250
11582 201.6882703 -47.4772998 20.367 19.597 18.862 18.916 18.200 18.053 17.835 17.637
11583 201.6784444 -47.4773144 23.243 21.825 20.526 20.236 19.317 19.117 18.885 18.654
11584 201.6692158 -47.4773353 23.860 22.550 21.196 21.018 19.987 19.765 19.539 19.266
11585 201.6672691 -47.4773302 21.698 20.835 19.913 19.984 19.187 18.992 18.778 18.565
11586 201.6660216 -47.4773479 21.388 20.499 19.672 19.697 18.936 18.758 18.560 18.346
11587 201.7253420 -47.4772333 20.832 19.928 19.131 19.105 18.350 18.168 17.964 17.779
11588 201.7245116 -47.4772278 24.044 22.746 21.512 21.299 20.322 20.102 19.867 19.615
11589 201.7108466 -47.4772583 21.309 20.460 19.600 19.694 18.915 18.746 18.537 18.320
11590 201.7093761 -47.4772562 25.738 24.217 22.307 21.896 20.681 20.473 20.189 19.885
11591 201.7039204 -47.4772679 22.272 21.269 20.275 20.289 19.418 19.237 19.011 18.761
11592 201.7014929 -47.4772732 22.560 21.535 20.449 20.491 19.606 19.394 19.161 18.933
11593 201.6963257 -47.4772834 25.373 23.852 22.109 21.735 20.606 20.383 20.116 19.819
11594 201.6887839 -47.4772928 22.351 21.320 20.424 20.458 19.607 19.453 19.204 18.978
11595 201.6655247 -47.4773166 20.896 20.072 19.292 19.303 18.567 18.386 18.200 17.984
11596 201.6574740 -47.4773337 21.706 20.734 19.771 19.675 18.889 18.675 18.467 18.265
11597 201.7214707 -47.4772223 24.604 22.764 21.457 21.083 19.942 19.740 19.469 19.164
11598 201.7157501 -47.4772281 21.302 20.415 19.594 19.659 18.869 18.714 18.504 18.292
11599 201.7106483 -47.4772259 21.721 20.825 19.900 19.988 19.164 18.984 18.753 18.544
11600 201.7070238 -47.4772346 21.643 20.739 19.799 19.905 19.109 18.934 18.726 18.508
11601 201.6951690 -47.4772523 22.837 21.734 20.757 20.733 19.823 19.645 19.431 19.175
11602 201.6924330 -47.4772603 22.281 21.255 20.343 20.296 19.378 19.267 19.010 18.791
11603 201.6920925 -47.4772683 21.241 20.300 19.287 19.296 18.456 18.291 18.065 17.843
11604 201.6843622 -47.4772630 21.063 20.183 19.354 19.427 18.647 18.485 18.280 18.054
11605 201.7278966 -47.4771789 24.097 22.730 21.302 21.139 20.089 19.870 19.619 19.373
11606 201.7219081 -47.4771887 24.280 23.023 21.412 21.243 20.219 19.960 19.720 19.479
11607 201.7085857 -47.4772248 25.244 23.364 21.499 20.969 19.877 19.664 19.428 19.170
11608 201.7033273 -47.4772337 20.802 19.997 19.200 19.280 18.540 18.373 18.158 17.949
11609 201.7012822 -47.4772179 20.713 19.918 19.133 19.204 18.482 18.306 18.090 17.900
11610 201.6992113 -47.4772299 20.697 19.806 18.970 18.920 18.159 17.986 17.768 17.571
11611 201.6919105 -47.4772422 23.074 21.905 20.883 20.806 19.866 19.711 19.470 19.193
11612 201.6642118 -47.4772696 21.137 20.306 19.515 19.570 18.793 18.609 18.398 18.184
11613 201.6596369 -47.4772743 20.873 20.042 19.216 19.234 18.473 18.299 18.093 17.870
11614 201.7322710 -47.4771638 23.882 22.697 21.210 21.123 20.129 19.888 19.622 19.389
11615 201.7128341 -47.4771992 22.791 21.662 20.702 20.682 19.805 19.613 19.367 19.165
11616 201.7060158 -47.4772022 24.500 23.010 21.695 21.414 20.367 20.141 19.898 19.632
11617 201.7029967 -47.4771995 21.710 20.682 19.742 19.678 18.840 18.653 18.420 18.190
11618 201.7019322 -47.4772003 21.198 20.337 19.512 19.579 18.808 18.639 18.428 18.216
11619 201.7017405 -47.4772136 23.098 21.880 20.768 20.705 19.806 19.592 19.361 19.122
11620 201.6950580 -47.4772061 23.064 21.864 20.787 20.740 19.821 19.617 19.386 19.125
11621 201.6836722 -47.4772306 21.235 20.356 19.572 19.594 18.852 18.682 18.469 18.264
11622 201.6818805 -47.4772406 21.210 20.343 19.505 19.597 18.726 18.655 18.432 18.061
11623 201.6803423 -47.4772432 20.375 19.567 18.833 18.868 18.152 18.024 17.796 17.551
11624 201.6565810 -47.4772704 22.399 21.383 20.399 20.387 19.548 19.326 19.116 18.886
11625 201.7285639 -47.4771357 23.955 22.575 21.335 21.199 20.173 19.935 19.717 19.449
11626 201.7245269 -47.4771521 21.225 20.403 19.577 19.701 18.937 18.746 18.540 18.331
11627 201.7217567 -47.4771460 24.083 22.701 21.360 21.139 20.118 19.891 19.654 19.411
11628 201.7142691 -47.4771733 24.504 22.907 21.653 21.421 20.387 20.164 19.916 19.679
11629 201.7119258 -47.4771658 24.046 22.707 21.309 21.177 20.126 19.913 19.676 19.403
11630 201.6926391 -47.4772061 21.796 20.873 19.980 20.082 19.248 19.102 18.854 18.570
11631 201.6911399 -47.4771986 21.576 20.659 19.809 19.899 19.092 18.946 18.716 18.486
11632 201.6878887 -47.4772118 23.830 22.416 21.287 21.072 20.050 19.831 19.570 19.302
11633 201.6871639 -47.4772142 21.921 20.938 19.949 19.869 19.059 18.883 18.673 18.452
11634 201.6764862 -47.4772170 20.932 20.094 19.308 19.377 18.613 18.448 18.243 18.014
11635 201.6710618 -47.4772255 20.857 20.011 19.147 19.179 18.408 18.240 18.034 17.814
11636 201.7108973 -47.4771679 25.216 23.874 21.972 21.662 20.479 20.282 20.016 19.693
11637 201.7090503 -47.4771502 20.359 19.575 18.830 18.879 18.156 18.008 17.797 17.601
11638 201.7088303 -47.4771619 21.705 20.766 19.889 19.930 19.098 18.948 18.695 18.508
11639 201.7073932 -47.4771573 21.917 20.912 19.967 19.914 19.106 18.927 18.708 18.503
11640 201.7070854 -47.4771579 20.672 19.877 19.124 19.200 18.458 18.311 18.106 17.885
11641 201.7047113 -47.4771688 21.512 20.643 19.755 19.828 19.029 18.881 18.648 18.417
11642 201.6907320 -47.4771751 23.572 22.311 20.894 20.792 19.753 19.568 19.319 19.055
11643 201.6905575 -47.4771753 20.919 20.097 19.293 19.370 18.599 18.451 18.247 18.014
11644 201.6903984 -47.4771890 21.633 20.737 19.820 19.931 19.123 18.959 18.722 18.499
11645 201.6769525 -47.4771919 22.655 21.631 20.510 20.493 19.574 19.350 19.135 18.900
11646 201.6720015 -47.4772155 21.075 20.242 19.494 19.524 18.783 18.606 18.408 18.215
11647 201.6612353 -47.4772167 20.698 19.846 19.043 19.055 18.328 18.144 17.945 17.743
11648 201.6570982 -47.4772250 22.388 21.341 20.267 20.270 19.425 19.199 18.993 18.784
11649 201.6920621 -47.4771504 23.267 22.083 20.857 20.798 19.853 19.615 19.394 19.159
11650 201.6915862 -47.4771671 20.646 19.837 19.079 19.143 18.401 18.254 18.026 17.822
11651 201.6781789 -47.4771755 24.039 22.666 21.222 21.119 20.063 19.860 19.595 19.318
11652 201.6712367 -47.4771756 20.752 19.938 19.122 19.135 18.398 18.219 18.007 17.816
11653 201.6694070 -47.4771803 20.979 20.131 19.370 19.413 18.909 18.505 18.309 18.131
11654 201.6602448 -47.4772082 23.050 21.924 20.869 20.835 19.930 19.726 19.507 19.261
11655 201.7276303 -47.4770901 24.131 22.841 21.603 21.387 20.351 20.146 19.900 19.645
11656 201.7036033 -47.4771234 24.106 22.684 21.402 21.204 20.224 20.011 19.768 19.530
11657 201.6961997 -47.4771268 22.145 21.149 20.230 20.196 19.375 19.171 18.937 18.756
11658 201.6862053 -47.4771445 20.606 19.707 18.875 18.821 18.058 17.913 17.670 17.452
11659 201.6701994 -47.4771652 20.870 19.998 19.202 19.202 18.446 18.277 18.068 17.857
11660 201.6650262 -47.4771683 21.499 20.583 19.739 19.762 19.020 18.792 18.574 18.419
11661 201.7323433 -47.4770493 23.903 22.552 21.181 21.033 19.977 19.754 19.533 19.277
11662 201.7293880 -47.4770592 21.508 20.594 19.795 19.837 19.077 18.882 18.696 18.492
11663 201.7226637 -47.4770614 21.664 20.783 19.890 19.929 19.118 18.939 18.721 18.518
11664 201.7130046 -47.4770828 23.027 21.904 20.731 20.714 19.757 19.568 19.320 19.076
11665 201.7098745 -47.4770899 20.770 19.956 19.190 19.251 18.518 18.354 18.152 17.932
11666 201.6960471 -47.4771159 21.658 20.743 19.950 20.013 19.218 19.052 18.823 18.633
11667 201.6952869 -47.4771185 22.326 21.307 20.309 20.355 19.468 19.279 19.049 18.814
11668 201.6936572 -47.4771248 24.024 22.597 21.405 21.210 20.241 20.053 19.761 19.532
11669 201.6834751 -47.4771368 21.461 20.547 19.636 19.638 18.786 18.625 18.404 18.140
11670 201.6810205 -47.4771369 23.997 22.727 21.213 21.040 19.985 19.778 19.558 19.253
11671 201.6678249 -47.4771565 22.255 21.223 20.173 20.067 19.241 19.056 18.835 18.638
11672 201.6646438 -47.4771432 22.576 21.548 20.515 20.426 19.608 19.384 19.154 18.988
11673 201.6591485 -47.4771654 24.538 23.192 21.704 21.397 20.355 20.133 19.910 19.640
11674 201.6569583 -47.4771642 22.335 21.348 20.365 20.382 19.556 19.313 19.104 18.907
11675 201.7390340 -47.4770121 22.177 21.226 20.231 20.232 19.462 19.221 19.023 18.826
11676 201.7057262 -47.4770790 23.065 21.889 20.791 20.665 19.675 19.499 19.275 18.969
11677 201.6922187 -47.4770890 20.875 20.076 19.287 19.362 18.620 18.474 18.236 18.050
11678 201.6841469 -47.4771009 20.824 19.937 19.102 19.081 18.310 18.182 17.954 17.720
11679 201.6803366 -47.4771182 23.769 22.442 21.273 21.119 20.141 19.939 19.683 19.433
11680 201.6635375 -47.4771435 24.222 22.904 21.455 21.214 20.195 19.976 19.728 19.467
11681 201.7333529 -47.4770152 24.375 22.909 21.425 21.072 20.026 19.717 19.459 19.254
11682 201.7060371 -47.4770603 20.612 19.826 19.039 19.094 18.357 18.200 17.988 17.782
11683 201.7008003 -47.4770702 20.934 20.107 19.299 19.372 18.610 18.435 18.208 18.025
11684 201.6946585 -47.4770784 23.951 22.665 21.491 21.316 20.328 20.092 19.833 19.602
11685 201.6923938 -47.4770739 22.413 21.351 20.324 20.300 19.363 19.161 18.888 18.669
11686 201.6912105 -47.4770672 21.423 20.579 19.717 19.817 19.024 18.854 18.639 18.403
11687 201.6629884 -47.4771186 22.347 21.367 20.345 20.394 19.553 19.323 19.102 18.895
11688 201.7220858 -47.4770089 21.632 20.747 19.852 19.943 19.147 18.948 18.727 18.520
11689 201.7218507 -47.4770145 23.220 22.071 20.966 20.781 19.876 19.653 19.408 19.236
11690 201.7097325 -47.4770313 21.925 20.987 20.012 20.068 19.228 19.063 18.858 18.608
11691 201.6810963 -47.4770693 24.018 22.777 21.446 21.262 20.217 20.020 19.778 19.486
11692 201.6775756 -47.4770732 20.862 20.012 19.255 19.315 18.597 18.404 18.209 17.990
11693 201.6737318 -47.4770853 20.635 19.828 19.055 19.088 18.354 18.199 17.986 17.769
11694 201.6623518 -47.4770992 21.687 20.785 19.967 20.009 19.242 19.045 18.844 18.630
11695 201.7272761 -47.4769780 23.719 22.540 21.170 21.067 20.081 19.852 19.604 19.356
11696 201.7257563 -47.4769888 24.484 22.852 21.672 21.485 20.432 20.228 19.997 19.704
11697 201.7076472 -47.4770054 24.780 23.196 21.604 21.438 20.348 20.129 19.881 19.587
11698 201.7012641 -47.4770236 21.772 20.810 19.930 19.978 19.161 18.985 18.771 18.559
11699 201.6959149 -47.4770460 22.855 21.752 20.603 20.647 19.703 19.503 19.265 19.035
11700 201.6899096 -47.4770404 21.321 20.458 19.639 19.652 18.925 18.745 18.525 18.345
11701 201.6765703 -47.4770630 21.517 20.609 19.750 19.834 19.029 18.851 18.648 18.411
11702 201.6749611 -47.4770472 24.639 23.232 21.898 21.610 20.517 20.303 20.047 19.765
11703 201.7312980 -47.4769558 22.284 21.308 20.318 20.347 19.495 19.288 19.059 18.849
11704 201.7300488 -47.4769559 23.206 21.996 20.762 20.781 19.862 19.647 19.397 19.170
11705 201.7250498 -47.4769689 20.614 19.830 19.085 19.107 18.400 18.249 18.035 17.841
11706 201.7163644 -47.4769802 22.470 21.406 20.429 20.458 19.595 19.389 19.180 18.952
11707 201.6939025 -47.4770076 21.853 20.902 19.994 20.077 19.237 19.062 18.821 18.596
11708 201.6936816 -47.4770198 24.083 22.685 21.378 21.191 20.166 19.951 19.703 19.440
11709 201.6807413 -47.4770240 22.549 21.498 20.433 20.460 19.583 19.378 19.146 18.921
11710 201.6637282 -47.4770502 24.670 23.216 21.891 21.581 20.547 20.314 20.057 19.805
11711 201.6587281 -47.4770526 20.330 19.537 18.791 18.811 18.111 17.933 17.746 17.545
11712 201.6580144 -47.4770738 21.491 20.592 19.775 19.773 19.042 18.837 18.641 18.440
11713 201.7281521 -47.4769350 24.425 23.020 21.460 21.311 20.268 20.019 19.754 19.525
